small1	9	1.0
small1	2	1.0
small1	7	1.0
small1	3	1.0
small1	12	0.6666666666666666
small1	8	0.6666666666666666
small1	1	0.6666666666666666
small1	6	0.3333333333333333
small1	11	0.3333333333333333
small1	13	0.3333333333333333
small2	8	0.6666666666666666
small2	9	0.6666666666666666
small2	4	0.6666666666666666
small2	5	0.6666666666666666
small2	6	0.6666666666666666
small2	7	0.6666666666666666
small2	1	0.6666666666666666
small2	2	0.6666666666666666
small2	3	0.2857142857142857
twitter	alexkieft	1.0
twitter	AsFerreiro	1.0
twitter	dearestsierra	1.0
twitter	BuryYourDead	1.0
twitter	hijiki	1.0
twitter	ERAC_Jobs	1.0
twitter	Fxr	1.0
twitter	GarcIgnacio	1.0
twitter	gcffran	1.0
twitter	XavinMB	1.0
fb	1856	1.0
fb	571	1.0
fb	0	1.0
fb	572	1.0
fb	2100	1.0
fb	586	1.0
fb	2168	1.0
fb	2980	1.0
fb	2167	1.0
fb	2902	1.0
barabasi	72	0.3333333333333333
barabasi	6	0.3333333333333333
barabasi	142	0.2
barabasi	118	0.2
barabasi	147	0.2
barabasi	123	0.2
barabasi	94	0.19047619047619047
barabasi	109	0.14285714285714285
barabasi	119	0.13333333333333333
barabasi	138	0.13333333333333333
erdos	65	0.3047619047619048
erdos	71	0.27485380116959063
erdos	18	0.26
erdos	54	0.25735294117647056
erdos	91	0.2571428571428571
erdos	57	0.2554112554112554
erdos	2	0.2549019607843137
erdos	34	0.2490118577075099
erdos	79	0.24836601307189543
erdos	49	0.24761904761904763
